entailment	wmf	lmf	lpf	b2f	b3f	b4f	tdf
YES	0.59975888505	0.909090909091	0.0	0.571428571429	0.333333333333	0.2	0.615779727006
YES	0.374527793664	0.55	0.0	0.230769230769	0.0	0.0	0.111571073272
NO	0.114684397235	0.464285714286	0.0	0.05	0.0	0.0	0.196392376689
NO	0.585894709422	0.6	0.0	0.0	0.0	0.0	0.391165471472
YES	0.786006466525	0.909090909091	0.0	0.571428571429	0.5	0.4	0.56951201173
YES	0.308210357544	0.727272727273	0.0	0.142857142857	0.0	0.0	0.362440771609
NO	0.908266949708	0.8125	0.0	0.583333333333	0.454545454545	0.3	0.638661279482
YES	0.486550325163	0.5625	0.0	0.0833333333333	0.0	0.0	0.196279310305
YES	0.160736231935	0.65	0.0	0.25	0.133333333333	0.0714285714286	0.74908801428
YES	0.72617716137	0.826086956522	0.0	0.5	0.352941176471	0.1875	0.358123762178
NO	0.323914283926	0.583333333333	0.0	0.25	0.142857142857	0.0	0.0624527670576
YES	0.455932739287	0.833333333333	0.0	0.375	0.0	0.0	0.522365302644
NO	0.434353525891	0.611111111111	0.0	0.272727272727	0.1	0.0	0.236231567273
YES	0.314465408805	0.846153846154	0.0	0.444444444444	0.25	0.142857142857	0.48950775162
YES	0.0471587821073	0.75	0.0	0.125	0.0	0.0	0.228553339808
NO	0.955528331286	0.769230769231	0.0	0.555555555556	0.375	0.285714285714	0.805875428303
YES	0.249414908204	0.75	0.0	0.25	0.0909090909091	0.0	0.424393633192
NO	0.485176888184	0.5	0.0	0.4375	0.322580645161	0.2	0.0614635352887
YES	0.614865906169	0.6	0.0	0.272727272727	0.1	0.0	0.260407099296
NO	0.405053154179	0.9375	0.0	0.454545454545	0.3	0.111111111111	0.772337396464
YES	0.344631357949	1.0	0.0	0.333333333333	0.2	0.0	0.625306845739
NO	0.642266675687	0.785714285714	0.0	0.3	0.0	0.0	0.437560976209
YES	0.476709239327	0.722222222222	0.0	0.571428571429	0.461538461538	0.333333333333	0.372950593952
YES	0.48686489363	0.689655172414	0.0	0.409090909091	0.285714285714	0.1	0.179633939279
YES	0.499030563764	0.576923076923	0.0	0.0625	0.0	0.0	0.358493080492
NO	0.0895701616053	0.75	0.0	0.0	0.0	0.0	0.262759356932
NO	0.201940167938	1.0	0.0	0.5	0.142857142857	0.0	0.729706094946
NO	0.260273972603	0.666666666667	0.0	0.2	0.0	0.0	0.0693364040366
NO	0.0488523757093	0.5	0.0	0.0	0.0	0.0	0.169918482209
NO	0.00853687330744	0.416666666667	0.0	0.0	0.0	0.0	0.0363753623475
YES	0.112225882665	0.8	0.0	0.5	0.4	0.25	0.682336578678
NO	0.156330385356	0.541666666667	0.0	0.0	0.0	0.0	0.22759451983
NO	0.0123119015048	0.444444444444	0.0	0.2	0.0	0.0	0.0442623445179
NO	0.464360831714	0.321428571429	0.0	0.181818181818	0.142857142857	0.1	0.127991188859
YES	0.415026833631	0.818181818182	0.0	0.428571428571	0.333333333333	0.2	0.198336397118
NO	0.0541992424884	0.6	0.0	0.1	0.0	0.0	0.15518842115
NO	0.605422065669	0.727272727273	0.0	0.285714285714	0.166666666667	0.0	0.827216605209
NO	0.381749508208	0.818181818182	0.0	0.428571428571	0.166666666667	0.0	0.507947819407
YES	0.655959005156	0.833333333333	0.0	0.5	0.285714285714	0.166666666667	0.973592432771
YES	0.426066197252	0.782608695652	0.0	0.5	0.333333333333	0.142857142857	0.107706530938
YES	0.907459338194	1.0	0.0	0.5	0.2	0.0	0.875174709667
NO	0.593295903279	0.666666666667	0.0	0.222222222222	0.125	0.0	0.759160884646
YES	0.999263425547	0.923076923077	0.0	0.666666666667	0.5	0.428571428571	0.60623492671
NO	0.0582326684469	0.466666666667	0.0	0.272727272727	0.2	0.111111111111	0.303200780406
NO	0.324844137244	0.777777777778	0.0	0.142857142857	0.0	0.0	0.577842406258
YES	0.183720047573	0.75	0.0	0.25	0.0	0.0	0.533284138091
NO	0.333572953104	0.727272727273	0.0	0.0	0.0	0.0	0.297227338151
YES	0.981263011797	0.8	0.0	0.5	0.2	0.0	0.579743087685
YES	0.122699386503	0.333333333333	0.0	0.0	0.0	0.0	0.195353170847
YES	0.625082419497	0.882352941176	0.0	0.0909090909091	0.0	0.0	0.440830326234
YES	0.315162977949	1.0	0.0	0.7	0.444444444444	0.25	0.74354323659
YES	0.0565039719175	0.5	0.0	0.0	0.0	0.0	0.241508991318
YES	0.0	0.625	0.0	0.0	0.0	0.0	0.497093504427
NO	0.580388578982	0.733333333333	0.0	0.181818181818	0.1	0.0	0.397271469785
NO	0.940332289318	0.818181818182	0.0	0.285714285714	0.0	0.0	0.575132771391
YES	0.296629839501	0.5625	0.0	0.0714285714286	0.0	0.0	0.213985575908
YES	0.538554402854	0.416666666667	0.0	0.0	0.0	0.0	0.127212184524
NO	0.332842148803	0.777777777778	0.0	0.0	0.0	0.0	0.510554836154
NO	0.45265595152	0.642857142857	0.0	0.428571428571	0.333333333333	0.2	0.290385363515
NO	0.00359384230375	0.545454545455	0.0	0.142857142857	0.0	0.0	0.252093458862
YES	0.118641483866	0.625	0.0	0.0	0.0	0.0	0.169918482209
YES	0.383985532782	0.818181818182	0.0	0.285714285714	0.0	0.0	0.828576339237
YES	0.280574177472	0.909090909091	0.0	0.285714285714	0.0	0.0	0.612139273093
NO	0.676246095399	0.9	0.0	0.333333333333	0.2	0.0	0.368670630589
YES	0.105351234659	0.846153846154	0.0	0.333333333333	0.25	0.142857142857	0.272530960765
YES	0.229198638909	0.692307692308	0.0	0.368421052632	0.166666666667	0.0588235294118	0.484110621313
NO	0.796497351706	0.846153846154	0.0	0.555555555556	0.125	0.0	0.40296132767
YES	0.469186689454	0.818181818182	0.0	0.428571428571	0.166666666667	0.0	0.823020865989
NO	0.192520811151	0.638888888889	0.0	0.04	0.0	0.0	0.0975695387618
NO	0.100288121202	0.727272727273	0.0	0.0	0.0	0.0	0.79960513507
NO	1.0	1.0	0.0	0.142857142857	0.0	0.0	0.588928008106
YES	0.885910248998	0.9375	0.0	0.75	0.636363636364	0.6	0.744085340205
YES	0.12205050827	0.727272727273	0.0	0.285714285714	0.0	0.0	0.61597033168
YES	0.117897575364	0.705882352941	0.0	0.4	0.222222222222	0.125	0.342892210227
NO	0.0502466760225	0.75	0.0	0.0	0.0	0.0	0.457815138156
YES	0.66336582669	0.888888888889	0.0	0.2	0.0	0.0	0.853440973259
NO	0.268962092452	0.615384615385	0.0	0.0	0.0	0.0	0.123197911616
NO	0.130511154049	0.75	0.0	0.0	0.0	0.0	0.238830889204
NO	0.332772923269	0.777777777778	0.0	0.2	0.0	0.0	0.762593454864
YES	0.724792351145	0.933333333333	0.0	0.727272727273	0.6	0.444444444444	0.706237123052
NO	0.738320712051	0.769230769231	0.0	0.111111111111	0.0	0.0	0.49102219433
NO	0.000842907110536	0.5	0.0	0.0	0.0	0.0	0.144083882798
NO	0.292778704152	0.44	0.0	0.133333333333	0.0714285714286	0.0	0.0523999036294
NO	0.280329000598	0.909090909091	0.0	0.428571428571	0.166666666667	0.0	0.561992691352
YES	0.513164511732	0.653846153846	0.0	0.352941176471	0.1875	0.0666666666667	0.66814058373
NO	0.119061358035	0.833333333333	0.0	0.25	0.0	0.0	0.475127260135
YES	0.503053994501	0.764705882353	0.0	0.230769230769	0.0833333333333	0.0	0.41330140438
YES	0.568466960907	0.727272727273	0.0	0.142857142857	0.0	0.0	0.344969430001
NO	0.0123119015048	0.444444444444	0.0	0.2	0.0	0.0	0.0442623445179
YES	0.130511154049	0.75	0.0	0.25	0.0	0.0	0.267163158716
NO	0.962648965828	0.727272727273	0.0	0.285714285714	0.166666666667	0.0	0.743982982747
YES	0.120330470659	0.833333333333	0.0	0.125	0.0	0.0	0.570912400162
YES	0.840756336513	0.7	0.0	0.5	0.4	0.25	0.435907819805
NO	0.0369931285921	0.263157894737	0.0	0.0	0.0	0.0	0.0907352115229
YES	0.131525696517	0.25	0.0	0.0	0.0	0.0	0.00264503229717
YES	0.324625503463	0.59375	0.0	0.176470588235	0.0	0.0	0.0841648589606
NO	0.390697800612	1.0	0.0	0.428571428571	0.333333333333	0.2	0.742068553078
NO	0.00198258937426	0.583333333333	0.0	0.0	0.0	0.0	0.224770454769
YES	0.155442827221	0.619047619048	0.0	0.142857142857	0.0	0.0	0.347802364062
NO	0.670140239215	0.882352941176	0.0	0.692307692308	0.583333333333	0.454545454545	0.938905035967
NO	0.418448909921	0.818181818182	0.0	0.0	0.0	0.0	0.881318529402
YES	0.92658358538	0.666666666667	0.0	0.285714285714	0.153846153846	0.0	0.590831544462
NO	0.391963433939	0.357142857143	0.0	0.1	0.0	0.0	0.139548159021
YES	0.38890207384	0.6875	0.0	0.0833333333333	0.0	0.0	0.651903766022
NO	0.193619892819	0.451612903226	0.0	0.0	0.0	0.0	0.0740895720112
YES	0.919417676713	0.827586206897	0.0	0.913043478261	0.863636363636	0.809523809524	0.273033840631
NO	0.62388072382	0.708333333333	0.0	0.235294117647	0.0625	0.0	0.515531140696
NO	0.0318885617462	0.447368421053	0.0	0.137931034483	0.0714285714286	0.037037037037	0.0297854713681
YES	0.0924711481749	0.8	0.0	0.333333333333	0.2	0.0	0.932481201162
YES	0.721645219401	0.923076923077	0.0	0.555555555556	0.5	0.428571428571	0.922315243458
YES	0.00080770127007	0.444444444444	0.0	0.0	0.0	0.0	0.00454435418546
NO	0.576808647666	0.928571428571	0.0	0.4	0.222222222222	0.125	0.756535981441
NO	0.286033020973	0.888888888889	0.0	0.4	0.0	0.0	0.448984022552
YES	0.190694214335	0.285714285714	0.0	0.0	0.0	0.0	0.148945921695
YES	0.329995550349	0.5	0.0	0.125	0.0	0.0	0.146354197662
YES	0.439374735953	0.75	0.0	0.25	0.142857142857	0.0	0.593904731232
NO	0.0	0.5	0.0	0.0	0.0	0.0	0.165746354074
NO	0.35504413702	0.583333333333	0.0	0.0606060606061	0.0	0.0	0.303510997306
YES	0.698576132152	1.0	0.0	0.625	0.428571428571	0.333333333333	0.799404721261
YES	0.731454044218	0.705882352941	0.0	0.272727272727	0.2	0.111111111111	0.858778050762
NO	0.0393234855828	0.75	0.0	0.0	0.0	0.0	0.664743380678
NO	0.77297431726	0.909090909091	0.0	0.777777777778	0.647058823529	0.5625	0.513466161033
NO	0.0618609925831	0.333333333333	0.0	0.037037037037	0.0	0.0	0.0593648203284
NO	0.998969038705	0.75	0.0	0.5	0.428571428571	0.333333333333	0.250488511944
NO	0.326098404981	0.4	0.0	0.0	0.0	0.0	0.224794525785
YES	0.49704364412	0.75	0.0	0.0	0.0	0.0	0.647053274343
NO	0.953553931483	0.9	0.0	0.5	0.4	0.25	0.584309373475
YES	0.87414500684	0.777777777778	0.0	0.4	0.25	0.0	0.400016981418
YES	0.760996937608	0.857142857143	0.0	0.647058823529	0.5625	0.466666666667	0.646420856066
YES	0.228882753317	0.6875	0.0	0.0909090909091	0.0	0.0	0.276492571505
NO	0.175558649232	0.733333333333	0.0	0.0909090909091	0.0	0.0	0.668930298478
YES	0.315591620974	0.909090909091	0.0	0.428571428571	0.166666666667	0.0	0.32833431637
YES	0.498008425565	0.818181818182	0.0	0.285714285714	0.0	0.0	0.711779407059
NO	0.00105219945077	0.318181818182	0.0	0.0	0.0	0.0	0.00342268558282
YES	0.269592884034	0.681818181818	0.0	0.153846153846	0.0833333333333	0.0	0.264163804213
NO	0.574321748938	0.47619047619	0.0	0.142857142857	0.0	0.0	0.221747287345
